edge_type_id target_model_id target_label source_label weight_max weight_func weight_sigma distance_range target_sections delay params_file
214 471758398 e5Rbp4 i4Pvalb 0.000186042911936 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
215 471767045 e5Rbp4 i4Pvalb 0.00010067224174299998 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
216 485574832 e5Rbp4 i4Pvalb 9.17741681765e-05 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
217 485835055 e5Rbp4 i4Pvalb 5.55250874805e-05 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
218 485880739 e5Rbp4 i4Pvalb 9.35347114345e-05 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
219 486052980 e5Rbp4 i4Pvalb 0.00017534182132799994 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
220 486110216 e5Rbp4 i4Pvalb 0.000433977059052 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
221 487664663 e5Rbp4 i4Pvalb 9.00136512815e-05 DirectionRule_others 90.0 "[0.0, 50.0]" "[""somatic"", ""basal"", ""apical""]" 0.9 GABA_InhToExc.json
222 471129934 e5Rbp4 e4Rorb 0.00103795967626 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
223 471129934 e5Rbp4 LIFe4Rorb 0.00103795967626 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
224 471143169 e5Rbp4 e4Rorb 0.000443089645267 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
225 471758398 e5Rbp4 e4Rorb 0.0006198463559269999 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
226 471767045 e5Rbp4 e4Rorb 0.000794301297115 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
227 471767045 e5Rbp4 LIFe4Rorb 0.000794301297115 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
228 485574832 e5Rbp4 e4Rorb 0.000835992146815 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
229 485574832 e5Rbp4 LIFe4Rorb 0.000835992146815 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
230 485835055 e5Rbp4 e4Rorb 0.000647903145051 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
231 485835055 e5Rbp4 LIFe4Rorb 0.000647903145051 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
232 485880739 e5Rbp4 e4Rorb 0.0007721614098510001 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
233 485880739 e5Rbp4 LIFe4Rorb 0.0007721614098510001 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
234 486052980 e5Rbp4 e4Rorb 0.000897951825332 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
235 486052980 e5Rbp4 LIFe4Rorb 0.000897951825332 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
236 486110216 e5Rbp4 e4Rorb 0.000688643322757 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
237 487664663 e5Rbp4 e4Rorb 0.000890493189227 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
238 487664663 e5Rbp4 LIFe4Rorb 0.000890493189227 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
239 471129934 e5Rbp4 i4Sst 0.000187408631022 DirectionRule_others 90.0 "[50.0, 1e+20]" "[""basal"", ""apical""]" 1.5 GABA_InhToExc.json
240 471758398 e5Rbp4 i4Sst 8.6387982143e-05 DirectionRule_others 90.0 "[50.0, 1e+20]" "[""basal"", ""apical""]" 1.5 GABA_InhToExc.json
241 471767045 e5Rbp4 i4Sst 5.1924832913e-05 DirectionRule_others 90.0 "[50.0, 1e+20]" "[""basal"", ""apical""]" 1.5 GABA_InhToExc.json
242 485574832 e5Rbp4 i4Sst 5.66198132145e-05 DirectionRule_others 90.0 "[50.0, 1e+20]" "[""basal"", ""apical""]" 1.5 GABA_InhToExc.json
243 485835055 e5Rbp4 i4Sst 3.01543850568e-05 DirectionRule_others 90.0 "[50.0, 1e+20]" "[""basal"", ""apical""]" 1.5 GABA_InhToExc.json
244 485880739 e5Rbp4 i4Sst 4.80250771153e-05 DirectionRule_others 90.0 "[50.0, 1e+20]" "[""basal"", ""apical""]" 1.5 GABA_InhToExc.json
245 486052980 e5Rbp4 i4Sst 0.00011119968022600004 DirectionRule_others 90.0 "[50.0, 1e+20]" "[""basal"", ""apical""]" 1.5 GABA_InhToExc.json
246 486110216 e5Rbp4 i4Sst 0.000198203424893 DirectionRule_others 90.0 "[50.0, 1e+20]" "[""basal"", ""apical""]" 1.5 GABA_InhToExc.json
247 487664663 e5Rbp4 i4Sst 8.063567673899999e-05 DirectionRule_others 90.0 "[50.0, 1e+20]" "[""basal"", ""apical""]" 1.5 GABA_InhToExc.json
248 471129934 e5Rbp4 e4Nr5a1 0.00103795967626 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
249 471143169 e5Rbp4 e4Nr5a1 0.000443089645267 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
250 471758398 e5Rbp4 e4Nr5a1 0.0006198463559269999 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
251 471767045 e5Rbp4 e4Nr5a1 0.000794301297115 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
252 485574832 e5Rbp4 e4Nr5a1 0.000835992146815 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
253 485835055 e5Rbp4 e4Nr5a1 0.000647903145051 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
254 485880739 e5Rbp4 e4Nr5a1 0.0007721614098510001 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
255 486052980 e5Rbp4 e4Nr5a1 0.000897951825332 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
256 486110216 e5Rbp4 e4Nr5a1 0.000688643322757 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
257 487664663 e5Rbp4 e4Nr5a1 0.000890493189227 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
258 471129934 e5Rbp4 e5noRbp4 0.00248793156534 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
259 471143169 e5Rbp4 e5noRbp4 0.00105928050119 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
260 471758398 e5Rbp4 e5noRbp4 0.00148324896992 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
261 471767045 e5Rbp4 e5noRbp4 0.00189486210844 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
262 485574832 e5Rbp4 e5noRbp4 0.00199590108844 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
263 485835055 e5Rbp4 e5noRbp4 0.0015455955545699998 DirectionRule_EE 30.0 "[0.0, 1e+20]" "[""basal"", ""apical""]" 1.5 AMPA_ExcToExc.json
